config,opponent,repeats,mean_winrate,stdev_winrate,beaten_count
switch_cost_0,max_damage-nu,3,1.0,0.0,3
switch_cost_0,max_damage-ou,3,1.0,0.0,3
switch_cost_0,max_damage-ru,3,1.0,0.0,3
switch_cost_0,max_damage-uber,3,0.0,0.0,0
switch_cost_0,max_damage-uu,3,1.0,0.0,3
switch_cost_0,random-nu,3,1.0,0.0,3
switch_cost_0,random-ou,3,1.0,0.0,3
switch_cost_0,random-ru,3,1.0,0.0,3
switch_cost_0,random-uber,3,1.0,0.0,3
switch_cost_0,random-uu,3,1.0,0.0,3
switch_cost_0,simple-nu,3,1.0,0.0,3
switch_cost_0,simple-ou,3,0.8888888888888888,0.1924500897298753,3
switch_cost_0,simple-ru,3,0.8888888888888888,0.1924500897298753,3
switch_cost_0,simple-uber,3,1.0,0.0,3
switch_cost_0,simple-uu,3,0.1111111111111111,0.19245008972987523,0
